,idk,number,adress,zipcode,city,idk3,lat,long
88562,782380010X-212,212,Route de Bouafle,78410,Flins-sur-Seine,OSM,48.965077,1.8786770000000002
88563,780900082U-5178,5178,Route de Flins,78410,Bouafle,CAD,48.965684,1.888872
88564,780900130W-69,69,Rue de Mantes,78410,Bouafle,C+O,48.964464,1.890866
88565,780900045D-11,11,Rue des Chaudronniers,78410,Bouafle,OSM,48.965073,1.895201
88566,780900175V-27,27,Rue des Pressoirs,78410,Bouafle,OSM,48.965022999999995,1.899902
88567,780900165J-61,61,Rue du Pré Seigneur,78410,Bouafle,OSM,48.964934,1.9045439999999998
88568,780900110Z-5083,5083,Rue des Glace Coeurs,78410,Bouafle,CAD,48.964568,1.908709
88569,780900110Z-5046,5046,Rue des Glace Coeurs,78410,Bouafle,CAD,48.964432,1.9094669999999998
88570,78206B020D-5010,5010,Ferme du Rouloir,78920,Ecquevilly,CAD,48.965714,1.9205990000000002
88572,781400020J-6,6,Rue de la Butte,78130,Chapet,OSM,48.96515,1.928248
88573,781400075U-24T,24TER,Rue de la Garenne,78130,Chapet,OSM,48.9648,1.9317849999999999
88574,781400135J-15,15,Rue des Vignes,78130,Chapet,OSM,48.965137,1.9366029999999999
88575,78140B032D-5100,5100,La Liberte,78130,Chapet,CAD,48.965084999999995,1.940805
88577,781400035A-5086,5086,Rue des Chainees,78130,Chapet,CAD,48.967304,1.9496790000000002
88578,786430093B-12,12,Chemin des Chesnees,78540,Vernouillet,CAD,48.967749,1.9530599999999998
88579,786420110Z-9050,9050,Chemin des Chenets,78480,Verneuil-sur-Seine,CAD,48.968978,1.9586599999999998
88580,786430056L-101,101,Route de Brezolles,78540,Vernouillet,OSM,48.963978999999995,1.9645580000000002
88581,786430028F-2,2,Sentier 56 de l'Arpent d'Or,78540,Vernouillet,CAD,48.9661,1.9687849999999998
88582,786430056L-5,5,Route de Brezolles,78540,Vernouillet,OSM,48.966131,1.972275
88583,786430364W-17,17,Sente des Métuzannes,78540,Vernouillet,C+O,48.967277,1.979218
88584,786430340V-60,60,Rue de Marsinval,78540,Vernouillet,OSM,48.965573,1.981868
88585,786430440D-5T,5TER,Ruelle des Priés,78540,Vernouillet,C+O,48.966155,1.986182
88586,783840243R-5,5,Chemin de la Vallée Goujon,78670,Médan,OSM,48.965037,1.991321
88587,783840200U-5015,5015,Chemin Lateral,78670,Médan,CAD,48.964553,1.995566
88588,786240632V-9018,9018,Chemin de Medan,78510,Triel-sur-Seine,CAD,48.965629,1.9971349999999999
88589,786240490R-2B,2BIS,Chemin des Graviers,78510,Triel-sur-Seine,OSM,48.967683,2.0068599999999996
88591,786240113F-3,3,Rue des Cerisaies,78510,Triel-sur-Seine,OSM,48.967807,2.013044
88593,781380267L-17,17,Rue René Panhard Emile Levassor,78570,Chanteloup-les-Vignes,C+O,48.966322999999996,2.028917
88596,781380161W-7,7,Impasse Emile Baudot,78570,Chanteloup-les-Vignes,OSM,48.966573,2.036211
88597,780150511L-4,4,Rue Marie-Jane Pruvot,78570,Andrésy,C+O,48.965371000000005,2.0426130000000002
88598,780150250C-18,18,Quai de l'Ecluse,78570,Andrésy,OSM,48.965052,2.046043
88599,780150680V-2,2,Quai de Seine,78570,Andrésy,OSM,48.967006,2.047376
88600,780050049C-3B,3BIS,Rue des Bauches,78260,Achères,OSM,48.964236,2.055678
88601,780050108S-11,11,Rue des Communes,78260,Achères,OSM,48.965201,2.059728
88602,780050215H-23,23,Rue Jean Gabin,78260,Achères,OSM,48.965162,2.064326
88603,780050315S-8,8,Avenue Maurice Thorez,78260,Achères,OSM,48.965368,2.0688310000000003
88604,780050020W-1,1,Rue Alice,78260,Achères,OSM,48.9649,2.073675
88605,780050110U-99,99,Avenue de Conflans,78260,Achères,OSM,48.966798,2.0757369999999997
88606,780050080L-2,2,Rue Camille Jenatzy,78260,Achères,OSM,48.970304999999996,2.078504
88616,783581460B-13,13,Avenue Mascaron,78600,Maisons-Laffitte,OSM,48.955683,2.13445
88618,783581020Y-1,1,Avenue Jacques Laffitte,78600,Maisons-Laffitte,OSM,48.958664,2.138723
88619,783581020Y-23,23,Avenue Jacques Laffitte,78600,Maisons-Laffitte,OSM,48.960777,2.144313
88620,783581000B-4,4,Avenue Hoche,78600,Maisons-Laffitte,OSM,48.9625,2.1497900000000003
88621,783581120G-11,11,Avenue Kléber,78600,Maisons-Laffitte,C+O,48.963611,2.150988
88622,783581980S-11,11,Avenue Sainte-Hélène,78600,Maisons-Laffitte,C+O,48.964868,2.155168
88623,783582150B-37,37,Avenue de Turenne,78600,Maisons-Laffitte,OSM,48.962145,2.160973
88624,783582150B-58,58,Avenue de Turenne,78600,Maisons-Laffitte,C+O,48.963894,2.1654259999999996
88625,783581300C-4,4,Avenue Madame Laffitte,78600,Maisons-Laffitte,OSM,48.964196,2.1695900000000004
88626,783581170L-59,59,Avenue La Fontaine,78600,Maisons-Laffitte,OSM,48.963139,2.173898
88627,952570200R-2,2,Avenue des Lilas,95530,La Frette-sur-Seine,OSM,48.963246999999996,2.181437
88628,952570032H-8,8,Sente de la Côte du Bras Paris,95530,La Frette-sur-Seine,C+O,48.964884000000005,2.183123
88629,951760810F-120,120,Boulevard de Lorraine,95240,Cormeilles-en-Parisis,C+O,48.965073,2.187749
88630,951761220B-51,51,Rue de Saint-Germain,95240,Cormeilles-en-Parisis,C+O,48.964903,2.1927470000000002
88631,951760260H-34,34,Rue de Chatou,95240,Cormeilles-en-Parisis,C+O,48.965096,2.1968650000000003
88632,951760059P-2,2,Allee des Balladins,95240,Cormeilles-en-Parisis,CAD,48.965114,2.2012959999999997
88633,951760852B-12,12,Rue Marnerons,95240,Cormeilles-en-Parisis,C+O,48.965094,2.206118
88634,951760952K-32,32,Rue du Noyer de l'Image,95240,Cormeilles-en-Parisis,C+O,48.965418,2.209611
88635,950183680M-1,1,Ruelle Montmorency,95100,Argenteuil,C+O,48.964211,2.2143040000000003
88636,950180900R-27,27,Rue de Buffet,95100,Argenteuil,C+O,48.964838,2.222651
88637,950180900R-8,8,Rue de Buffet,95100,Argenteuil,C+O,48.964875,2.224354
88638,950184110E-56,56,Rue des Pêchers,95100,Argenteuil,C+O,48.964853000000005,2.2290520000000003
88639,950184620J-59,59,Rue de la Rosière,95100,Argenteuil,C+O,48.965015,2.233472
88640,950183720F-11,11,Rue des Moulins de Sannois,95100,Argenteuil,C+O,48.964859999999994,2.23817
88641,950180830P-34B,34BIS,Rue de Bourgogne,95100,Argenteuil,C+O,48.965140999999996,2.242638
88642,950185040R-16,16,Rue du Trouillet,95100,Argenteuil,C+O,48.965171000000005,2.247264
88643,955820516W-3,3,Rue du Clos du Bois,95110,Sannois,OSM,48.965092999999996,2.251951
88644,955821091W-3,3,Rue de la Horionne,95110,Sannois,OSM,48.965225,2.2560029999999998
88645,955820890C-41,41,Boulevard Gabriel Péri,95110,Sannois,OSM,48.96557,2.261771
88646,955821700H-39,39,Rue du Pré Brochet,95110,Sannois,OSM,48.964974,2.265623
88647,955820470W-28,28,Rue du Chapeau Rouge,95110,Sannois,OSM,48.965491,2.2701290000000003
88648,955821830Z-28,28,Rue Robert Vermassen,95110,Sannois,OSM,48.965267,2.2747330000000003
88649,955550810H-33,33,Rue d'Orgemont,95210,Saint-Gratien,C+O,48.964876000000004,2.279052
88650,955550420J-8,8,Boulevard de la Gare,95210,Saint-Gratien,OSM,48.964942,2.283745
88651,955550740G-28,28,Rue Marcelin Berthelot,95210,Saint-Gratien,CAD,48.965059000000004,2.288493
88652,955550100L-14,14,Rue du Bois Ruault,95210,Saint-Gratien,C+O,48.964981,2.292822
88653,930316620H-7B,7BIS,Sentier du Neulimont,93800,Épinay-sur-Seine,C+O,48.964905,2.297409
88654,952100255E-208,208,Avenue d'Enghien,95880,Enghien-les-Bains,C+O,48.965140000000005,2.301956
88655,952100660V-30B,30BIS,Rue des Thermes,95880,Enghien-les-Bains,C+O,48.965209,2.306661
88656,952100290T-2,2,Rue Gambetta,95880,Enghien-les-Bains,C+O,48.965033,2.311211
88657,952100090A-42,42,Rue de la Barre,95880,Enghien-les-Bains,C+O,48.964999,2.315696
88658,951971365T-118,118,Route de Saint-Denis,95170,Deuil-la-Barre,OSM,48.96477,2.3207560000000003
88659,951970603P-15,15,Rue Frédéric Mistral,95170,Deuil-la-Barre,C+O,48.965104,2.324932
88660,951970265X-2,2,Rue Camille Pissaro,95170,Deuil-la-Barre,C+O,48.965342,2.329725
88661,954270542Y-17,17,Allée des Myosotis,95360,Montmagny,C+O,48.965,2.334094
88662,95427B053Y-5,5,Clos de la Ferme du Four,95360,Montmagny,OSM,48.964882,2.338028
88663,930799640G-8,8,Avenue Victor Hugo,93430,Villetaneuse,C+O,48.965046,2.343169
88664,930794735A-33,33,Avenue Jean Jaurès,93430,Villetaneuse,C+O,48.964452,2.34809
88665,930797165S-9002,9002,Sentier du Poteau,93430,Villetaneuse,C+O,48.965907,2.352068
88666,930590690R-68,68,Rue de la Butte Pinson,93380,Pierrefitte-sur-Seine,C+O,48.965603,2.357112
88667,930597163B-13,13,Avenue Pierre Brossolette,93380,Pierrefitte-sur-Seine,C+O,48.964827,2.3614669999999998
88668,930594165T-7,7,Villa Gloriette,93380,Pierrefitte-sur-Seine,C+O,48.965196,2.366046
88669,930591433Y-110,110,Boulevard Charles de Gaulle,93380,Pierrefitte-sur-Seine,C+O,48.964976,2.370581
88670,930723568M-16,16,Rue Francis Auffray,93240,Stains,C+O,48.964952000000004,2.374788
88671,930720655W-16,16,Rue des Blés,93240,Stains,C+O,48.965056,2.379827
88672,930720635Z-40,40,Rue du Bel-Air,93240,Stains,C+O,48.965092,2.384415
88673,930720095M-4B,4BIS,Rue de l'Avenir,93240,Stains,C+O,48.965081,2.388791
88674,952680484B-5,5,Avenue des Morillons,95140,Garges-lès-Gonesse,C+O,48.964834,2.393757
88675,952680455V-2,2,Rue des Maraîchers,95140,Garges-lès-Gonesse,C+O,48.964904,2.3981689999999998
88676,952680484B-24,24,Avenue des Morillons,95140,Garges-lès-Gonesse,C+O,48.964943,2.401344
88677,952680670D-136,136,Avenue de Stalingrad,95140,Garges-lès-Gonesse,C+O,48.964911,2.407428
88678,952680620Z-26B,26BIS,Rue René Blouet,95140,Garges-lès-Gonesse,C+O,48.96512,2.411864
88679,952680096E-12,12,Chemin de Bonneuil,95140,Garges-lès-Gonesse,C+O,48.965841,2.4149529999999997
88680,952680132U-39,39,Rue des Chasseurs,95140,Garges-lès-Gonesse,C+O,48.961702,2.416972
88682,950880013X-380,380,Aeroport du Bourget,95500,Bonneuil-en-France,CAD,48.970315,2.4302509999999997
88687,95277B001U-5A,5A,Aeroport du Bourget,95500,Gonesse,CAD,48.968235,2.454919
88697,930050233D-111,111,Rue Auguste Renoir,93600,Aulnay-sous-Bois,C+O,48.961259999999996,2.499493
88700,930781363P-9,9,Rue des 3 Sœurs,93420,Villepinte,OSM,48.971277,2.511206
88701,930780346J-46,46,Avenue du Colonel Fabien,93420,Villepinte,C+O,48.965462,2.521676
88702,930780346J-52,52,Avenue du Colonel Fabien,93420,Villepinte,C+O,48.96516,2.52175
88703,930781412T-22,22,Allée Voltaire,93420,Villepinte,C+O,48.965253000000004,2.526082
88704,930780660A-30,30,Rue Henri Barbusse,93420,Villepinte,C+O,48.965106,2.530823
88705,930780660A-8,8,Rue Henri Barbusse,93420,Villepinte,C+O,48.964927,2.534391
88706,930781360L-14,14,Route de Tremblay,93420,Villepinte,C+O,48.965104,2.539917
88707,930780554K-32,32,Square Francisque Poulbot,93420,Villepinte,C+O,48.965061,2.544091
88708,930781061L-17,17,Rue Paul Valéry,93420,Villepinte,C+O,48.965139,2.54867
88709,930780024J-5,5,Square Alfred Sisley,93420,Villepinte,C+O,48.965559999999996,2.55196
88710,93078B006W-239,239,Chemin du Loup,93420,Villepinte,C+O,48.961981,2.55903
88711,930730938Z-24,24,Avenue Marcel Paul,93290,Tremblay-en-France,OSM,48.965112,2.562846
88712,930731090P-88,88,Route des Petits Ponts,93290,Tremblay-en-France,C+O,48.9646,2.56732
88713,930730160D-94,94,Deuxième Avenue,93290,Tremblay-en-France,C+O,48.965216999999996,2.571788
88714,772941023H-33B,33BIS,Avenue Pablo Neruda,77290,Mitry-Mory,C+O,48.964997,2.576342
88715,772941023H-81,81,Avenue Pablo Neruda,77290,Mitry-Mory,C+O,48.962263,2.579296
88716,772940858D-12,12,Rue Maximilien Robespierre,77290,Mitry-Mory,C+O,48.964,2.586343
88717,772941190P-68,68,Rue de Richelieu,77290,Mitry-Mory,C+O,48.964386,2.589783
88718,772940840J-38,38,Rue de Marseille,77290,Mitry-Mory,C+O,48.963607,2.593814
88719,772940702J-1,1,rue Jean Vigo,77290,Mitry-Mory,OSM,48.963771,2.599486
88720,772940670Z-112,112,Avenue Jean-Baptiste Clément,77290,Mitry-Mory,C+O,48.963046000000006,2.604593
88721,772941030R-8,8,Avenue des Paquerettes,77290,Mitry-Mory,C+O,48.961937,2.605752
88722,772940340R-43T,43TER,Avenue de la Concorde,77290,Mitry-Mory,C+O,48.958189000000004,2.6141490000000003
88723,772940340R-47,47,Avenue de la Concorde,77290,Mitry-Mory,C+O,48.958108,2.6147009999999997
88728,772940064R-16,16,Rue Amélie Martin,77290,Mitry-Mory,C+O,48.969871000000005,2.642763
88730,772940150J-74,74,Rue Berlioz,77290,Mitry-Mory,C+O,48.970405,2.646889
88731,772940350B-92,92,Rue de Courcelles,77290,Mitry-Mory,C+O,48.970918,2.647969
88732,77214B009K-9001,9001,La Garenne à Pommier,77410,Gressy,CAD,48.970246,2.6645659999999998
88733,772140420A-9001,9001,Rue Saint-Denis,77410,Gressy,C+O,48.966827,2.667758
88735,772140006A-17,17,Allée d'Apollon,77410,Gressy,C+O,48.96499,2.671823
88736,772140420A-25,25,Rue Saint-Denis,77410,Gressy,C+O,48.964929,2.676784
88738,77292B003P-9002,9002,Le Champ Saint Pierre,77410,Messy,CAD,48.965693,2.682233
88739,772920165J-17,17,Rue du Gué Poiré,77410,Messy,C+O,48.966734,2.693562
88741,772920240R-7,7,Rue Pierre Parrain,77410,Messy,C+O,48.965105,2.699812
88742,772920020B-7,7,Rue Bardin,77410,Messy,C+O,48.965376,2.703957
88744,772920260M-9002,9002,Rue de Pilouvet,77410,Messy,C+O,48.967459000000005,2.705653
88745,772920060V-42,42,Route de Charny,77410,Messy,CAD,48.967352000000005,2.723521
88748,770950180G-9001,9001,Route de Messy,77410,Charny,C+O,48.967420000000004,2.732622
88750,77095B010D-9001,9001,Choisy le Temple,77410,Charny,CAD,48.963891,2.743098
88771,773350320R-29,29,Rue Lucien Roos,77124,Chauconin-Neufmontiers,C+O,48.967445,2.838542
88772,773350500L-1,1,Chemin de la Cavee,77124,Chauconin-Neufmontiers,CAD,48.965472999999996,2.841617
88773,773350480P-4,4,Rue François Daru,77124,Chauconin-Neufmontiers,C+O,48.96484,2.845907
88774,773350473G-50,50,Rue du Chemin de Reims,77124,Chauconin-Neufmontiers,C+O,48.966519,2.847807
88776,77143B038A-9001,9001,Le Trou de Chaillouet,77124,Crégy-lès-Meaux,CAD,48.967701,2.863524
88778,771430040W-55,55,Rue Henri Barbusse,77124,Crégy-lès-Meaux,C+O,48.965115999999995,2.868815
88779,772840724B-14,14,Rue Louis Braille,77100,Meaux,C+O,48.965637,2.874055
88780,772840030X-41,41,Rue Alfred Maury,77100,Meaux,C+O,48.964782,2.878246
88781,772841210E-67,67,Rue Saint-Faron,77100,Meaux,C+O,48.964983000000004,2.88255
88782,772841210E-64,64,Rue Saint-Faron,77100,Meaux,C+O,48.964890000000004,2.88702
88783,772840650W-129,129,Rue Jean Jaurès,77100,Meaux,C+O,48.963526,2.891327
88784,772840650W-134,134,Rue Jean Jaurès,77100,Meaux,C+O,48.964643,2.896435
88785,772841390A-4,4,Route de Varreddes,77100,Meaux,C+O,48.965678000000004,2.9005389999999998
88786,772840628X-13,13,Rue Isaac Newton,77100,Meaux,C+O,48.966368,2.9074720000000003
88787,772840224H-6,6,Rue du Clos,77100,Meaux,C+O,48.964859000000004,2.912553
88789,773690135S-37,37,Avenue de Meaux,77470,Poincy,C+O,48.965794,2.9193439999999997
88790,773690135S-29T,29TER,Avenue de Meaux,77470,Poincy,C+O,48.964042,2.922659
88791,773690110P-38T,38TER,Rue du Général De Gaulle,77470,Poincy,C+O,48.964983000000004,2.928884
88792,773690110P-18,18,Rue du Général De Gaulle,77470,Poincy,C+O,48.965612,2.9331270000000003
88793,773690171F-26,26,Rue de Trilport,77470,Poincy,C+O,48.965796000000005,2.937554
88794,77475B022P-9001,9001,Les Larris Nord,77470,Trilport,CAD,48.965289,2.945125
88795,77475B022P-9002,9002,Les Larris Nord,77470,Trilport,CAD,48.965643,2.946308
88796,774750255L-14,14,Rue Ferdinand Buisson,77470,Trilport,C+O,48.965038,2.95107
88797,774750030S-20,20,Rue Alfred Nobel,77470,Trilport,C+O,48.964308,2.954858
88798,77475B020M-9001,9001,La Halotte,77470,Trilport,CAD,48.961906,2.962666
88803,770080265C-18,18,Rue de Meaux,77440,Armentières-en-Brie,C+O,48.966907,2.994175
88805,770080265C-24,24,Rue de Meaux,77440,Armentières-en-Brie,C+O,48.966142,2.994535
88807,770080280U-59,59,Chemin de Saint Jean,77440,Armentières-en-Brie,CAD,48.968856,2.997368
88809,770840220Y-51,51,Chemin de l'Ormois,77660,Changis-sur-Marne,CAD,48.9623,3.01265
88811,770840090G-15,15,Rue Res de la Haute Borne,77660,Changis-sur-Marne,CAD,48.961247,3.022106
88812,77084B012D-3,3,Chemin des Godicheux,77660,Changis-sur-Marne,CAD,48.965856,3.0244419999999996
88813,77084B064K-9001,9001,Le Noyer Genou,77660,Changis-sur-Marne,CAD,48.964372999999995,3.02742
88820,774780060L-40,40,Rue de Changis,77260,Ussy-sur-Marne,C+O,48.956576,3.066554
88821,774780100E-42,42,Rue de Dehors,77260,Ussy-sur-Marne,C+O,48.957765,3.068838
88823,77478B106T-9001,9001,La Ruelle de Molien,77260,Ussy-sur-Marne,CAD,48.965742999999996,3.077575
88825,774780238E-4,4,Rue Samuel Beckett,77260,Ussy-sur-Marne,CAD,48.968937,3.080604
88826,77478B011P-9004,9004,Bois de Houssaye,77260,Ussy-sur-Marne,CAD,48.971128,3.083427
88827,77478B036S-9001,9001,Courtablond,77260,Ussy-sur-Marne,CAD,48.973438,3.093959
88831,771830055N-3,3,Chemin de Beauval,77260,La Ferté-sous-Jouarre,CAD,48.964126,3.11417
88832,771830055N-1,1,Chemin de Beauval,77260,La Ferté-sous-Jouarre,CAD,48.963468,3.115277
88833,771830406V-38,38,Rue Léon Glaize,77260,La Ferté-sous-Jouarre,OSM,48.960654,3.119368
88834,771830675M-65,65,Rue Simon Roussel,77260,La Ferté-sous-Jouarre,C+O,48.961676000000004,3.1253740000000003
88835,771830445M-53,53,Rue des Meulières,77260,La Ferté-sous-Jouarre,OSM,48.964777000000005,3.129701
88836,771830137C-45,45,Avenue de Chateau Thierry,77260,La Ferté-sous-Jouarre,C+O,48.964881,3.133912
88837,770780247D-28,28,Avenue des Vignes,77260,Chamigny,C+O,48.965038,3.138586
88838,770780221A-2,2,Rue de Tanqueux,77260,Chamigny,C+O,48.965376,3.143004
88839,773880090K-30,30,Rue du Huit Mai 1945,77260,Reuil-en-Brie,CAD,48.962788,3.148736
88840,773880090K-16,16,Rue du Huit Mai 1945,77260,Reuil-en-Brie,CAD,48.963419,3.15319
88841,773880090K-2,2,Rue du Huit Mai 1945,77260,Reuil-en-Brie,CAD,48.96412,3.155748
88842,77265B056P-9001,9001,La Haye de Vanne,77138,Luzancy,CAD,48.96855,3.1621639999999998
88844,773880200E-2,2,Rue Roger Simon,77260,Reuil-en-Brie,CAD,48.961343,3.177516
88845,772650460X-2,2,Rue de Vauharlin,77138,Luzancy,CAD,48.963503,3.178786
88846,772650460X-1,1,Rue de Vauharlin,77138,Luzancy,CAD,48.963747,3.178993
88848,77265B017X-13,13,Le Chemin des Vignes,77138,Luzancy,CAD,48.965338,3.186184
88849,772900140R-25,25,Route Jean de la Fontaine,77730,Méry-sur-Marne,C+O,48.966576,3.197337
88850,772900220C-1,1,Chemin de la Remise,77730,Méry-sur-Marne,C+O,48.965589,3.198609
88851,772900020K-3,3,Chemin de l'Abreuvoir,77730,Méry-sur-Marne,C+O,48.965073,3.203105
88852,773970500S-20,20,Rue du Pont,77730,Saâcy-sur-Marne,C+O,48.964391,3.206648
88853,773970340T-7,7,Avenue du Général Leclerc,77730,Saâcy-sur-Marne,C+O,48.965334000000006,3.211358
88854,773970060N-19,19,Avenue de Citry,77730,Saâcy-sur-Marne,C+O,48.963965,3.216634
88855,773970060N-9002,9002,Avenue de Citry,77730,Saâcy-sur-Marne,C+O,48.964504,3.219154
88856,773970060N-9013,9013,Avenue de Citry,77730,Saâcy-sur-Marne,C+O,48.967332,3.224443
88857,77397B031N-9001,9001,Les Bordelets,77730,Saâcy-sur-Marne,CAD,48.968173,3.230713
88858,771170280V-40,40,Rue de Villaré,77730,Citry,C+O,48.965192,3.2356700000000003
88859,771170121X-6T,6TER,Rue des Meulieres,77730,Citry,CAD,48.964183,3.237574
88860,77117B058K-9001,9001,Le Petit Ru,77730,Citry,CAD,48.964687,3.2439299999999998
88861,77117B066U-9002,9002,Les Plantes des Sablons,77730,Citry,CAD,48.962969,3.246692
88862,77117B064S-9004,9004,Les Plantes d'En Bas,77730,Citry,CAD,48.960295,3.250427
88863,771170200H-9019,9019,Rue de Pavant,77730,Citry,CAD,48.959143,3.25169
88932,781880010P-12,12,Route de Breuilpont,78270,Cravent,OSM,48.979068,1.482473
88939,78558B010M-5092,5092,Le Chemin de Pacy,78980,Saint-Illiers-la-Ville,CAD,48.978826,1.526114
88943,78558B038T-4,4,Le Pelleray,78980,Saint-Illiers-la-Ville,CAD,48.966972999999996,1.5366819999999999
88944,785580596T-3T,3TER,Rue d'Inchelin,78980,Saint-Illiers-la-Ville,C+O,48.970461,1.54429
88945,785580596T-7,7,Rue d'Inchelin,78980,Saint-Illiers-la-Ville,OSM,48.968358,1.547231
88946,78558B002D-5084,5084,Les Augers,78980,Saint-Illiers-la-Ville,CAD,48.967662,1.553548
88947,78107B087G-34,34,Thiron,78980,Bréval,CAD,48.966719,1.558375
88948,78107B066J-5221,5221,Les Mulottes,78980,Bréval,CAD,48.969744,1.565115
88949,78107B066J-1,1,Les Mulottes,78980,Bréval,CAD,48.970287,1.565935
88950,78082B016N-5005,5005,La Fontaine aux Abbes,78200,Boissy-Mauvoisin,CAD,48.966482,1.568737
88951,78082B038M-5,5,Le Poirier Godard,78200,Boissy-Mauvoisin,CAD,48.971429,1.5772709999999999
88953,780820146Y-3,3,Route de Boissy,78200,Boissy-Mauvoisin,OSM,48.973942,1.5864129999999999
88955,780820315G-9,9,Rue de la Marnière,78200,Boissy-Mauvoisin,OSM,48.968018,1.59457
88956,78082B029C-5181,5181,Sur le Moulin de Blery,78200,Boissy-Mauvoisin,CAD,48.968959000000005,1.600218
88957,784840117U-10,10,Vallon de la Taupe,78200,Perdreauville,CAD,48.968954,1.6024530000000001
88958,78484B013M-2B,2BIS,La Butte,78200,Perdreauville,CAD,48.969337,1.6076350000000001
88960,78484B062R-5054,5054,Les Sevestres,78200,Perdreauville,CAD,48.970045,1.6177780000000002
88962,784840101B-44,44,Rue Saint-Martin,78200,Perdreauville,OSM,48.967728,1.6258299999999999
88963,784840016J-8,8,Rue de la Fontaine Auger,78200,Perdreauville,OSM,48.968081,1.627718
88965,783240055X-14,14,Rue Le Clos du Lavoir,78200,Jouy-Mauvoisin,OSM,48.973396,1.6439990000000002
88966,783240300N-18,18,Route de Perdreauville,78200,Jouy-Mauvoisin,OSM,48.972509,1.644909
88967,782450110A-14,14,Rue du Moutier,78200,Fontenay-Mauvoisin,C+O,48.967706,1.651393
88968,782450110A-12,12,Rue du Moutier,78200,Fontenay-Mauvoisin,OSM,48.967399,1.652189
