,idk,number,adress,zipcode,city,idk3,lat,long
78242,774680360F-7,7,Route de Noisiel,77200,Torcy,C+O,48.858847999999995,2.6483369999999997
78243,774680274M-27,27,Route de Lagny,77200,Torcy,C+O,48.858714,2.652593
78244,774680393S-8,8,Rue des Patis,77200,Torcy,C+O,48.858093,2.659091
78245,774380391V-6,6,Rue Jean Baptiste Corot,77400,Saint-Thibault-des-Vignes,C+O,48.857896999999994,2.666574
78246,774380393X-11,11,Rue Jean François Millet,77400,Saint-Thibault-des-Vignes,C+O,48.859261,2.668081
78247,774380658K-46,46,Rue des Sablons,77400,Saint-Thibault-des-Vignes,C+O,48.858348,2.671157
78248,774380203R-2,2,Passage Fernand Léger,77400,Saint-Thibault-des-Vignes,OSM,48.861697,2.674593
78249,774380560D-9003,9003,Rue Pasteur,77400,Saint-Thibault-des-Vignes,C+O,48.861267,2.681534
78250,772090200H-57,57,Rue Pasteur,77400,Gouvernes,C+O,48.859733,2.686332
78251,772090300S-1,1,Impasse Victor Hugo,77400,Gouvernes,C+O,48.859986,2.690557
78252,772090057C-9,9,Rue du Clos de la Sarge,77400,Gouvernes,C+O,48.859865,2.695237
78253,772090120W-9001,9001,Rue de la Fontaine,77400,Gouvernes,C+O,48.860336,2.699825
78254,772090195C-2,2,Chemin Neuf,77400,Gouvernes,C+O,48.86014,2.7052709999999998
78255,772090096V-9001,9001,Chemin Ferraille,77400,Gouvernes,CAD,48.859894,2.709468
78256,771240140M-35,35,Rue du Châtelet,77600,Conches-sur-Gondoire,C+O,48.860432,2.712584
78257,771240140M-14,14,Rue du Châtelet,77600,Conches-sur-Gondoire,C+O,48.859868,2.717961
78258,77124B004W-21,21,Clos Pommiers,77600,Conches-sur-Gondoire,CAD,48.859415999999996,2.723532
78259,771240460K-84,84,Route de Tournan,77600,Conches-sur-Gondoire,C+O,48.859279,2.725144
78260,770850209G-4,4,Cour de la Rue Qui Chante,77600,Chanteloup-en-Brie,C+O,48.859465,2.731992
78261,770850020B-50,50,Avenue du Bois de Chigny,77600,Chanteloup-en-Brie,C+O,48.860034000000006,2.736201
78262,770850042A-36,36,Avenue du Chêne Saint-Fiacre,77600,Chanteloup-en-Brie,C+O,48.859825,2.74065
78263,770850199W-77,77,Allée du Pré Mallard,77600,Chanteloup-en-Brie,C+O,48.859284,2.744761
78264,770850331P-14,14,Rue de la Découverte,77600,Chanteloup-en-Brie,C+O,48.858683,2.749787
78265,773070459N-6,6,Rue de Rome,77144,Montévrain,OSM,48.858631,2.755216
78266,773070459N-12,12,Rue de Rome,77144,Montévrain,C+O,48.859678,2.758511
78267,773070459N-27,27,Rue de Rome,77144,Montévrain,OSM,48.859961,2.762671
78268,771110005X-1,1,Rue Adèle Blanc Sec,77700,Chessy,C+O,48.858057,2.7697220000000002
78269,771110236Y-10,10,Rue du Fossé Mignard,77700,Chessy,C+O,48.858915,2.7725400000000002
78270,774490262G-1,1,Cours de la Tamise,77700,Serris,OSM,48.857479,2.777591
78271,774490024Y-2,2,Promenade Boréale,77700,Serris,C+O,48.858654,2.7838060000000002
78272,774490085P-18,18,Cours de l'Elbe,77700,Serris,OSM,48.858672999999996,2.786051
78273,774490250U-25,25,Rue des Scandinaves,77700,Serris,C+O,48.858659,2.7879959999999997
78276,772680020F-47,47,Rue de l'Abyme,77700,Magny-le-Hongre,C+O,48.863129,2.808162
78277,772680190R-4,4,Rue du Vanneau Huppe,77700,Magny-le-Hongre,CAD,48.860713,2.809898
78278,772680082Y-2,2,Cour du Héron Cendré,77700,Magny-le-Hongre,C+O,48.859882,2.8140400000000003
78279,772680084A-36,36,Rue des Longs Sillons,77700,Magny-le-Hongre,CAD,48.859933000000005,2.818663
78280,772680145S-11,11,Rue Reciner,77700,Magny-le-Hongre,C+O,48.860033,2.822938
78281,772680155C-21,21,Rue du Sinot,77700,Magny-le-Hongre,C+O,48.859888,2.827763
78282,770180033G-49,49,Rue des Berdilles,77700,Bailly-Romainvilliers,C+O,48.859481,2.832223
78283,770180033G-35,35,Rue des Berdilles,77700,Bailly-Romainvilliers,C+O,48.859274,2.834068
78284,771410540Y-28,28,Rue Marderon,77580,Coutevroult,C+O,48.864476,2.842557
78285,771410540Y-9,9,Rue Marderon,77580,Coutevroult,C+O,48.863018,2.848762
78286,771410760M-42,42,Rue de la Tillaye,77580,Coutevroult,C+O,48.860252,2.851086
78287,771410797C-5,5,Rue du Vivier,77580,Coutevroult,C+O,48.859971,2.8549990000000003
78288,77141B015J-9002,9002,Les Clos de Bonnetin,77580,Coutevroult,CAD,48.861484000000004,2.8613009999999997
78289,775210261T-21B,21BIS,Rue Hameau de Dainville,77580,Villiers-sur-Morin,CAD,48.859874,2.864242
78290,775210120P-2,2,Chemin de la Boissette,77580,Villiers-sur-Morin,C+O,48.860138,2.869081
78291,775210381Y-5,5,Sentier du Haut du Toit,77580,Villiers-sur-Morin,C+O,48.859987,2.8732919999999997
78292,775210560T-18,18,Grande Rue,77580,Villiers-sur-Morin,CAD,48.859795,2.877959
78293,775210060Z-14,14,Rue du Bas de Villiers,77580,Villiers-sur-Morin,C+O,48.86009,2.882387
78294,775290100H-9001,9001,Ruelle du Chem Vert,77580,Voulangis,CAD,48.859685999999996,2.886741
78295,771420315Z-140,140,Avenue Charles de Gaulle,77580,Crécy-la-Chapelle,CAD,48.861669,2.892116
78296,771420010T-10,10,Rue des Abbesses,77580,Crécy-la-Chapelle,C+O,48.860023999999996,2.896525
78297,771420315Z-84,84,Avenue Charles de Gaulle,77580,Crécy-la-Chapelle,CAD,48.860363,2.90046
78298,771421260B-11,11,Avenue de la République,77580,Crécy-la-Chapelle,C+O,48.860077000000004,2.905347
78299,771420100R-46,46,Rue des Baulnes,77580,Crécy-la-Chapelle,C+O,48.86022,2.910386
78300,771420100R-5,5,Rue des Baulnes,77580,Crécy-la-Chapelle,C+O,48.860106,2.914401
78301,771421160T-66,66,Rue Nationale,77580,Crécy-la-Chapelle,CAD,48.859547,2.918784
78302,771420120M-16,16,Rue de Bellevue,77580,Crécy-la-Chapelle,C+O,48.859438,2.923922
78303,771420620F-71,71,Rue de la Ferté-Sous-Jouarre,77580,Crécy-la-Chapelle,C+O,48.861055,2.927787
78304,771420426V-9001,9001,Sentier des Clos,77580,Crécy-la-Chapelle,C+O,48.857304,2.934228
78305,771420181D-9,9,Sentier du Bois des Glands,77580,Crécy-la-Chapelle,C+O,48.860122,2.9383790000000003
78306,771420780E-26,26,Rue de la Grande Cour,77580,Crécy-la-Chapelle,C+O,48.859532,2.942081
78307,771421080F-5B,5BIS,Ruelle de Mongrolle,77580,Crécy-la-Chapelle,C+O,48.860011,2.946535
78308,771421280Y-32,32,Rue de Roise,77580,Crécy-la-Chapelle,C+O,48.860355,2.948449
78309,77270B048J-5101,5101,Roise,77580,Maisoncelles-en-Brie,CAD,48.861509999999996,2.962593
78311,77270B048J-5103,5103,Roise,77580,Maisoncelles-en-Brie,CAD,48.860717,2.96371
78313,77270B023G-4T,4TER,La Haute Borne,77580,Maisoncelles-en-Brie,CAD,48.860499,2.98264
78315,772700100J-6,6,Rue de la Haute Borne,77580,Maisoncelles-en-Brie,C+O,48.859862,2.983001
78316,772700030H-11,11,Rue des Chantemerle,77580,Maisoncelles-en-Brie,C+O,48.859728999999994,2.987674
78317,772700128P-2A,2A,Rue de Méroger,77580,Maisoncelles-en-Brie,C+O,48.861681,2.991012
78319,772700082P-5,5,Rue de la Dime,77580,Maisoncelles-en-Brie,C+O,48.864193,2.99548
78320,772700050E-30,30,Rue du Chemin,77580,Maisoncelles-en-Brie,CAD,48.864907,2.995834
78321,77225B008L-5046,5046,La Calabre,77580,La Haute-Maison,CAD,48.872038,3.017102
78325,772250030D-12,12,Chemin de l'Épineuse,77580,La Haute-Maison,C+O,48.864264,3.0383009999999997
78329,77206B027P-24,24,La Rethoree,77120,Giremoutiers,CAD,48.861569,3.052676
78335,77013B037P-62,62,Le Four Chaud,77120,Aulnoy,CAD,48.853590000000004,3.077073
78341,77238B173J-9003,9003,Nolongue,77640,Jouarre,CAD,48.866459000000006,3.102593
78345,77411B045T-7,7,Le Fayet,77169,Saint-Germain-sous-Doue,CAD,48.856359000000005,3.118386
78346,77411B045T-5,5,Le Fayet,77169,Saint-Germain-sous-Doue,CAD,48.856039,3.118774
78347,77162B125M-3,3,La Loge,77510,Doue,CAD,48.865815999999995,3.135889
78349,77162B125M-1,1,La Loge,77510,Doue,CAD,48.865914000000004,3.1371689999999997
78351,771620037K-13,13,Rue de Croupet,77510,Doue,CAD,48.861245000000004,3.149032
78352,771620183U-47,47,Rue de St Germain,77510,Doue,CAD,48.860023999999996,3.152183
78353,77162B201V-7,7,Le Rappel,77510,Doue,CAD,48.860473999999996,3.156365
78354,77162B070C-5,5,Le Champ Grimaud,77510,Doue,CAD,48.863828999999996,3.159589
78355,771620137U-8,8,Rue du Poncet,77510,Doue,CAD,48.858325,3.16675
78356,77162B191J-3,3,Le Taillis,77510,Doue,CAD,48.858635,3.1690810000000003
78357,77162B002D-8,8,Baillard,77510,Doue,CAD,48.860481,3.1787400000000003
78358,77162B002D-3,3,Baillard,77510,Doue,CAD,48.860473,3.179378
78359,77162B002D-1,1,Baillard,77510,Doue,CAD,48.860027,3.180978
78362,77162B131U-28,28,Melarchez,77510,Doue,CAD,48.864771000000005,3.1928259999999997
78364,77406B034C-5224,5224,Le Buisson de la Vente,77510,Saint-Denis-lès-Rebais,CAD,48.865656,3.2071009999999998
78366,77385B009S-54,54,Boulivillers,77510,Rebais,CAD,48.862078000000004,3.221343
78367,77385B009S-49,49,Boulivillers,77510,Rebais,CAD,48.861771999999995,3.221923
78368,77385B009S-31,31,Boulivillers,77510,Rebais,CAD,48.862653,3.2245049999999997
78370,77385B010T-14,14,La Boyere,77510,Rebais,CAD,48.866746,3.23468
78377,77398B062T-4,4,Coupigny,77510,Sablonnières,CAD,48.863755,3.2715799999999997
78378,77398B062T-2,2,Coupigny,77510,Sablonnières,CAD,48.863349,3.272227
78380,77398B004E-2,2,La Belle Etoile,77510,Sablonnières,CAD,48.864538,3.2842059999999997
78383,77398B132U-7,7,Le Plessier,77510,Sablonnières,CAD,48.861895000000004,3.2930410000000006
78384,77398B132U-23,23,Le Plessier,77510,Sablonnières,CAD,48.860991,3.298197
78385,77398B132U-35,35,Le Plessier,77510,Sablonnières,CAD,48.860834999999994,3.300954
78386,77398B022Z-6,6,Les Brodards,77510,Sablonnières,CAD,48.861374,3.305528
78387,77030B221R-3,3,Moulin des Brus,77510,Bellot,CAD,48.860662,3.311492
78388,770300420A-3,3,Rue du Souvenir,77510,Bellot,C+O,48.85856,3.3158769999999995
78389,775120092Y-11,11,Rue du Château,77510,Villeneuve-sur-Bellot,C+O,48.860138,3.321424
78390,77512B172S-21,21,Le Fourcheret,77510,Villeneuve-sur-Bellot,CAD,48.861287,3.325878
78391,77512B172S-5,5,Le Fourcheret,77510,Villeneuve-sur-Bellot,CAD,48.861796999999996,3.3294
78392,775120308H-39,39,Rue du Moulin à Foulon,77510,Villeneuve-sur-Bellot,C+O,48.861936,3.336278
78393,775120405N-14,14,Rue du Pressoir,77510,Villeneuve-sur-Bellot,C+O,48.86011,3.339957
78394,775120212D-2,2,Rue du Geai,77510,Villeneuve-sur-Bellot,C+O,48.860017,3.344246
78395,775120190E-22,22,Rue du Fief Adam,77510,Villeneuve-sur-Bellot,C+O,48.861461,3.3473339999999996
78397,77492B090P-5171,5171,Le Colombier,77510,Verdelot,CAD,48.860566999999996,3.360386
78399,77492B011D-5193,5193,Bellevue,77510,Verdelot,CAD,48.864646,3.3713029999999997
78401,77492B180M-5192,5192,La Hte Croix,77510,Verdelot,CAD,48.861822,3.379605
78406,77303B049S-5003,5003,Domard,77320,Montdauphin,CAD,48.865834,3.3966849999999997
78462,78618B030Y-5003,5003,La Joncherie,78790,Tilly,CAD,48.870139,1.573242
78463,780760450E-14,14,Rue de la Vaucouleurs,78910,Boissets,OSM,48.862770000000005,1.579024
78465,780760340K-4,4,Cheminement des Pres,78910,Boissets,CAD,48.863304,1.585299
78466,780760330Z-13,13,Rue du Point du Jour,78910,Boissets,OSM,48.864825,1.588294
78467,780760330Z-19,19,Rue du Point du Jour,78910,Boissets,OSM,48.866661,1.589332
78468,781630017F-30,30,Rue de Bonneville,78910,Civry-la-Forêt,OSM,48.862023,1.604702
78469,781630150A-525,525,Rue de la Picotière,78910,Civry-la-Forêt,OSM,48.862214,1.6047790000000002
78470,781630150A-232,232,Rue de la Picotière,78910,Civry-la-Forêt,OSM,48.864079,1.607824
78471,781630080Z-922,922,Grande Rue,78910,Civry-la-Forêt,OSM,48.86517,1.611577
78472,781630080Z-485,485,Grande Rue,78910,Civry-la-Forêt,C+O,48.866477,1.616471
78474,78163B033E-1,1,Le Loup Blanc,78910,Civry-la-Forêt,CAD,48.866068,1.63083
78476,78163B033E-9,9,Le Loup Blanc,78910,Civry-la-Forêt,CAD,48.865794,1.631314
78477,784740140M-14,14,Chemin du Moulin à Vent,78910,Orvilliers,OSM,48.864862,1.6417869999999999
78478,784740140M-16,16,Chemin du Moulin à Vent,78910,Orvilliers,OSM,48.865216,1.641891
78479,784740109D-41,41,Route Blanche,78910,Orvilliers,C+O,48.864113,1.646889
78482,785050060R-5092,5092,Chemin de Chardonneret,78910,Prunay-le-Temple,C+O,48.868724,1.6663419999999998
78483,785050330J-10,10,Rue Georges Pompidou,78910,Prunay-le-Temple,OSM,48.863025,1.667992
78484,785050240L-1,1,Route de la Mare aux Clercs,78910,Prunay-le-Temple,OSM,48.864588,1.6711770000000001
78485,785050420G-10,10,Route des Trois Vallées,78910,Prunay-le-Temple,OSM,48.862468,1.674767
78486,785050406S-5077,5077,Route de Septeuil,78910,Prunay-le-Temple,CAD,48.868095000000004,1.6804290000000002
78492,784750152W-6,6,Chemin du Bout du Clos,78910,Osmoy,OSM,48.860261,1.712103
78493,784750135C-6,6,Chemin de l'Abreuvoir,78910,Osmoy,OSM,48.863164000000005,1.715195
78494,784750248A-6,6,Chemin du Moutier,78910,Osmoy,OSM,48.865021999999996,1.716782
78495,784750242U-17,17,Chemin de la Mare à Jean,78910,Osmoy,OSM,48.865238,1.7208880000000002
78496,784750253F-31,31,Chemin de Notre-Dame de la Pitié,78910,Osmoy,OSM,48.865456,1.7210880000000002
78499,782360010F-17,17,Rue d'Elan,78910,Flexanville,OSM,48.866638,1.742028
78500,782360010F-14,14,Rue d'Elan,78910,Flexanville,OSM,48.864313,1.744606
78501,782360019R-3,3,Chemin des Fontaines,78910,Flexanville,OSM,48.864179,1.7493400000000001
78502,782360020S-3,3,Rue de La Fontaine Hédin,78910,Flexanville,OSM,48.863903,1.750314
78503,782360080G-5110,5110,Chemin des Champs Fermiers,78910,Flexanville,C+O,48.867074,1.7564060000000001
78505,786810061B-1,1,Rue des Longs Champs,78770,Villiers-le-Mahieu,OSM,48.865675,1.769405
78506,786810061B-8,8,Rue des Longs Champs,78770,Villiers-le-Mahieu,OSM,48.864661,1.772113
78507,786810061B-10,10,Rue des Longs Champs,78770,Villiers-le-Mahieu,OSM,48.864581,1.7732259999999997
78508,78681B010C-2,2,Le Cheneau,78770,Villiers-le-Mahieu,CAD,48.864613,1.7826549999999999
78509,786160020P-5017,5017,Route des Bruyeres,78770,Thoiry,CAD,48.865495,1.785153
78510,786160155L-76,76,Rue de la Porte Saint-Martin,78770,Thoiry,OSM,48.865407,1.790634
78511,786160071V-7,7,Place de la Fontaine,78770,Thoiry,OSM,48.864591,1.794809
78512,786160190Z-19,19,Route de Versailles,78770,Thoiry,C+O,48.864854,1.7998779999999999
78514,783640200F-69T,69TER,Grande Rue,78770,Marcq,C+O,48.863170000000004,1.811825
78515,783640200F-71,71,Grande Rue,78770,Marcq,OSM,48.86438,1.8134169999999998
78516,783640100X-10,10,Rue des Champs,78770,Marcq,OSM,48.864115999999996,1.8161330000000002
78517,783640224G-2,2,Chemin de la Vieille Rue,78770,Marcq,OSM,48.862254,1.8206470000000001
78518,78364B012H-5194,5194,Les Cinq Poiriers,78770,Marcq,CAD,48.864165,1.825969
78519,78364B044T-5100,5100,Les Vignettes,78770,Marcq,CAD,48.86376,1.831186
78522,780620033M-9010,9010,Rue de Carcassonne,78650,Beynes,C+O,48.866046000000004,1.844328
78523,780620033M-16B,16BIS,Rue de Carcassonne,78650,Beynes,C+O,48.860469,1.8482599999999998
78527,780620150P-4Q,4QUATER,Rue de la Croix Verte,78650,Beynes,OSM,48.863647,1.8697419999999998
78528,780620360T-66,66,Rue de Maule,78650,Beynes,OSM,48.864216,1.872534
78529,780620280F-24,24,Rue de la Maladrerie,78650,Beynes,C+O,48.864340999999996,1.874918
78530,78062B047J-5069,5069,La Fontaine des Fiefs,78650,Beynes,CAD,48.869938,1.883357
78532,781890130R-5262,5262,Rue de la Maladrerie,78121,Crespières,CAD,48.869254,1.892314
78533,781890130R-5109,5109,Rue de la Maladrerie,78121,Crespières,CAD,48.869396,1.896178
78535,780620445K-14,14,Rue des Paquerettes,78650,Beynes,OSM,48.861119,1.905687
78536,78189B049J-5054,5054,Le Moulin de la Bonde,78121,Crespières,CAD,48.862318,1.9111169999999997
78537,780620390A-17,17,Rue de la Meunerie,78650,Beynes,OSM,48.861940999999995,1.9126990000000001
78544,781960030B-5042,5042,Rue Saint-Jacques,78810,Davron,C+O,48.864996999999995,1.945756
78545,78196B004E-6,6,Le Clos Absolu,78810,Davron,CAD,48.864625,1.95006
78546,78196B004E-7,7,Le Clos Absolu,78810,Davron,CAD,48.865114,1.9502979999999999
78547,78196B011M-5061,5061,Le Pommeray,78810,Davron,CAD,48.864218,1.9677069999999999
78549,781960027Y-6,6,Route de Grignon,78810,Davron,CAD,48.8647,1.968762
78550,782330062A-35B,35BIS,Rue des Petits Prés,78810,Feucherolles,OSM,48.864045000000004,1.9705830000000002
78551,78233B078Z-1,1,De Grasse Village,78810,Feucherolles,CAD,48.867396,1.9761540000000002
78552,782330057V-9002,9002,Route Nationale 307,78810,Feucherolles,CAD,48.865926,1.9840939999999998
78553,782330066E-29,29,Chemin des Quarante Arpents,78810,Feucherolles,CAD,48.865039,1.986609
78555,78571B046V-9001,9001,Les Quarante Arpents,78860,Saint-Nom-la-Bretèche,CAD,48.868634,1.994633
78556,785710774E-11,11,Allée de la Vieille Ferme,78860,Saint-Nom-la-Bretèche,OSM,48.868414,2.005276
78557,78571B056F-12,12,Le Val Martin,78860,Saint-Nom-la-Bretèche,CAD,48.868196999999995,2.005938
78558,785710760P-69,69,Rue du Valmartin,78860,Saint-Nom-la-Bretèche,C+O,48.865691999999996,2.0110580000000002
78559,785710203J-2,2,Allée des Closeaux,78860,Saint-Nom-la-Bretèche,OSM,48.86319,2.0147470000000003
78560,785710218A-16,16,Rue Colette,78860,Saint-Nom-la-Bretèche,OSM,48.863958000000004,2.020078
78561,785710470Z-7,7,Rue Paul Verlaine,78860,Saint-Nom-la-Bretèche,OSM,48.864558,2.0234
78562,785710042J-11,11,Rue à J de Pommereu,78860,Saint-Nom-la-Bretèche,CAD,48.864359,2.027708
78563,785710487T-10,10,Allée des Plantiers du Roy,78860,Saint-Nom-la-Bretèche,OSM,48.864661,2.0328169999999997
78564,785710487T-6,6,Allée des Plantiers du Roy,78860,Saint-Nom-la-Bretèche,OSM,48.864385,2.0332310000000002
78565,785710487T-5,5,Allée des Plantiers du Roy,78860,Saint-Nom-la-Bretèche,OSM,48.864269,2.033234
78566,78224B041Y-9001,9001,La Haute Pierre,78620,L'Étang-la-Ville,CAD,48.864971999999995,2.051338
78568,782240022W-41B,41B,Chemin de la Butte,78620,L'Étang-la-Ville,OSM,48.866446999999994,2.0552650000000003
78569,782240036L-59,59,Chemin de la Côte du Moulin,78620,L'Étang-la-Ville,C+O,48.865843,2.059775
78570,78224A002U-5,5,Résidence du Chemin Pavé,78620,L'Étang-la-Ville,OSM,48.864496,2.0644810000000002
78571,782240120C-32,32,Route de Noisy,78620,L'Étang-la-Ville,OSM,48.864466,2.069146
78572,782240131P-10,10,Chemin des Plantes,78620,L'Étang-la-Ville,C+O,48.864691,2.073051
78573,782240058K-13,13,Allée de la Genétrière,78620,L'Étang-la-Ville,OSM,48.863959,2.0771599999999997
78574,783721150D-7,7,Chemin du Val de Cruye,78160,Marly-le-Roi,CAD,48.867005999999996,2.0828599999999997
78576,783721090N-66,66,Route de Saint-Cyr,78160,Marly-le-Roi,OSM,48.866153000000004,2.091313
78577,78372B027P-9008,9008,Parc de Marly,78160,Marly-le-Roi,CAD,48.8649,2.0966419999999997
78578,783720020A-2,2,Place de l'Abreuvoir,78160,Marly-le-Roi,OSM,48.866502000000004,2.102202
78579,783500170J-5,5,Chemin du Cœur-Volant,78430,Louveciennes,C+O,48.864441,2.105796
78580,783500038R-1,1,Allée des Arches,78430,Louveciennes,C+O,48.864015,2.109578
78581,783500480W-25,25,Rue de la Paix,78430,Louveciennes,OSM,48.864187,2.114804
78582,783500590R-7,7,Rue de la Princesse,78430,Louveciennes,OSM,48.86405,2.1190759999999997
78583,783500590R-36,36,Rue de la Princesse,78430,Louveciennes,OSM,48.863690000000005,2.123795
78584,783500590R-76,76,Rue de la Princesse,78430,Louveciennes,OSM,48.864740999999995,2.128429
78585,780920650C-79,79,Chemin des Soudannes,78380,Bougival,CAD,48.864379,2.13306
78586,780920460W-11,11,Route de Louveciennes,78380,Bougival,OSM,48.864776,2.1375599999999997
78587,780920210Z-22,22,Rue de la Croix aux Vents,78380,Bougival,C+O,48.864801,2.141927
78588,780920540H-9001,9001,Chemin du Mur du Parc,78380,Bougival,C+O,48.862164,2.144997
78589,780920430N-22,22,Côte de la Jonchère,78380,Bougival,OSM,48.864375,2.151138
78590,920631470B-27,27,Chemin des Gallicourts,92500,Rueil-Malmaison,OSM,48.864309999999996,2.156305
78591,920630889V-7,7,Chemin des Cormaillons,92500,Rueil-Malmaison,C+O,48.864499,2.1589259999999997
78592,920633690P-11,11,Rue de la Vallée Hudrée,92500,Rueil-Malmaison,OSM,48.864329,2.165362
78593,920630770R-32,32,Rue des Chevremonts,92500,Rueil-Malmaison,OSM,48.864565999999996,2.169562
78594,920630130V-8,8,Rue d'Anjou,92500,Rueil-Malmaison,OSM,48.865484,2.174251
78595,920631210U-112,112,Route de l'Empereur,92500,Rueil-Malmaison,OSM,48.864896,2.178676
78596,920630480A-66,66,Avenue de Buzenval,92500,Rueil-Malmaison,OSM,48.86459,2.183255
78597,920632870Y-1,1,Rue Paul Bourget,92500,Rueil-Malmaison,C+O,48.864598,2.187553
78598,920631850P-39,39,Rue Henri Dunant,92500,Rueil-Malmaison,OSM,48.864552,2.192222
78599,920630845X-54,54,Rue du Lieutenant-Colonel de Montbrison,92500,Rueil-Malmaison,OSM,48.864502,2.19716
78600,920730005R-5,5,Avenue de l'Abbé Saint-Pierre,92150,Suresnes,OSM,48.86446,2.201491
78601,920734735G-35,35,Avenue Jean Jaurès,92150,Suresnes,OSM,48.864721,2.206318
78602,920730050P-29,29,Rue Albert Caron,92150,Suresnes,C+O,48.864371000000006,2.210839
78603,920736660Z-42,42,Rue des Nouvelles,92150,Suresnes,C+O,48.86457,2.2153150000000004
78604,920734730B-31,31,Rue Jean-Jacques Rousseau,92150,Suresnes,OSM,48.86423,2.22001
78605,920737160T-97,97,Rue Pasteur,92150,Suresnes,OSM,48.864484000000004,2.224227
78607,751168410H-1,1,Sentier Rouvray,75016,Paris 16e Arrondissement,OSM,48.865990000000004,2.234618
78608,75116R116E-1,1,Carrefour de Longchamp,75016,Paris 16e Arrondissement,OSM,48.864658,2.238112
78614,751166051U-1,1,Avenue du Maréchal Maunoury,75016,Paris 16e Arrondissement,OSM,48.862326,2.266349
78615,751165327G-65,65,Boulevard Lannes,75016,Paris 16e Arrondissement,OSM,48.864579,2.270194
78616,751165292U-6,6,Square Lamartine,75016,Paris 16e Arrondissement,OSM,48.864647,2.2747080000000004
78617,751164141T-46,46,Avenue Georges Mandel,75016,Paris 16e Arrondissement,OSM,48.86414,2.279249
78618,751163472R-29,29,Avenue d'Eylau,75016,Paris 16e Arrondissement,OSM,48.864866,2.2839970000000003
78619,751165159Z-85,85,Avenue Kléber,75016,Paris 16e Arrondissement,OSM,48.864416,2.288519
78620,751167804Z-16T,16T,Avenue du Président Wilson,75016,Paris 16e Arrondissement,OSM,48.864636,2.2927939999999998
78621,751163975M-9,9,Rue Gaston de Saint-Paul,75016,Paris 16e Arrondissement,OSM,48.864584,2.298133
78622,751086450K-1,1,Avenue Montaigne,75008,Paris 8e Arrondissement,OSM,48.865029,2.302053
78623,751080124J-24,24,Cours Albert 1er,75008,Paris 8e Arrondissement,OSM,48.864909000000004,2.306641
78624,751089967H-3,3,Avenue Winston Churchill,75008,Paris 8e Arrondissement,OSM,48.865243,2.312433
78625,751083061B-1,1,Avenue Dutuit,75008,Paris 8e Arrondissement,OSM,48.866143,2.3162830000000003
78626,75107P264T-26,26,Port de Solferino 26,75007,Paris 7e Arrondissement,CAD,48.862428,2.3213150000000002
78627,75101S099G-9002,9002,Metro Concorde,75001,Paris 1er Arrondissement,CAD,48.865814,2.3240830000000003
78628,751018249S-214,214,Rue de Rivoli,75001,Paris 1er Arrondissement,OSM,48.864666,2.329557
78629,751010433W-4,4,Rue d'Argenteuil,75001,Paris 1er Arrondissement,OSM,48.864501000000004,2.3341369999999997
78630,751019575H-22,22,Rue de Valois,75001,Paris 1er Arrondissement,OSM,48.86456,2.3386009999999997
78631,751015825G-48,48,Rue du Louvre,75001,Paris 1er Arrondissement,OSM,48.864596999999996,2.342865
78632,751023779D-10,10,Rue Française,75002,Paris 2e Arrondissement,OSM,48.864499,2.347775
78633,751030311E-6,6,Passage de l'Ancre,75003,Paris 3e Arrondissement,OSM,48.864419,2.3524130000000003
78634,751035927J-9,9,Rue au Maire,75003,Paris 3e Arrondissement,OSM,48.864484999999995,2.3569259999999996
78635,751037281F-12,12,Rue Perrée,75003,Paris 3e Arrondissement,OSM,48.864631,2.361536
78636,751119190Y-18,18,Boulevard du Temple,75011,Paris 11e Arrondissement,OSM,48.864534,2.36616
78637,751118208F-118,118,Boulevard Richard-Lenoir,75011,Paris 11e Arrondissement,OSM,48.86477,2.370876
78638,751117067R-82,82,Avenue Parmentier,75011,Paris 11e Arrondissement,OSM,48.8646,2.3751990000000003
78639,751118158B-73,73,Avenue de la République,75011,Paris 11e Arrondissement,OSM,48.864416999999996,2.3797509999999997
78640,751116666E-21,21,Rue des Nanettes,75011,Paris 11e Arrondissement,OSM,48.8647,2.384328
78641,751203041A-6,6,Rue Duris,75020,Paris 20e Arrondissement,OSM,48.864622999999995,2.388888
78642,751203933V-41,41,Avenue Gambetta,75020,Paris 20e Arrondissement,OSM,48.864492,2.393431
78643,751207261M-15,15,Avenue du Père Lachaise,75020,Paris 20e Arrondissement,OSM,48.864565,2.3980240000000004
78644,751200817H-28T,28TER,Rue Belgrand,75020,Paris 20e Arrondissement,C+O,48.86457,2.402535
78645,751206137R-8,8,Rue Martin Garat,75020,Paris 20e Arrondissement,OSM,48.864426,2.407273
78646,751201580M-6,6,Avenue Cartellier,75020,Paris 20e Arrondissement,OSM,48.864734000000006,2.411775
78647,930064123C-36,36,Avenue du Général de Gaulle,93170,Bagnolet,OSM,48.864287,2.416356
78648,930061420P-33,33,Rue de la Capsulerie,93170,Bagnolet,OSM,48.86396,2.4212540000000002
78649,930061437H-45,45,Rue Charles Delescluze,93170,Bagnolet,OSM,48.864508,2.426344
78650,930481505Z-53,53,Rue des Clos Français,93100,Montreuil,OSM,48.864762,2.430025
78651,930486196Y-2,2,Allée Maurice Chevalier,93100,Montreuil,OSM,48.864469,2.434592
78652,930480780L-28,28,Rue Buffon,93100,Montreuil,OSM,48.864562,2.43915
